location_id,dropdownname,locationname,contactname,addressline1,addressline2,addressline3,phone1,phone2,phone3,fax1,fax2,email,website,locationtext,locationcomments,addr_id,addressoverride,sortorder
1344,Kazakhstan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1345,Kenya,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1346,Kiribati,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
1347,Korea - South,Choongwae Pharma,,"698, Shindaebang-Dong, donjak-ku, Seoul 156-757, Republic of Korea",,,+82-2-840-6968,,,Fax: +82-2-3486-7697,,info@cwholdings.co.kr,www.cwp.co.kr/eng,,added by cicie,200,,
1348,Kuwait,Bader Sultan & Bros.,,"P.O. Box 867, Safat 13009","Safat, Kuwait",,+965 24610480,,,Fax: +965 24610488,,info@sultan.com.kw,www.badersultan.com,,added by cicie,200,,
1349,Kyrgyzstan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1350,Latvia,Diamedica S.I.A.,,Augusta Deglava Str. 60,"Riga, Latvia, LV 1035",,+371-6757-7833,,,Fax: +371-6757-8270,,diamedica@diamedica.lv,www.diamedica.lv/,,added by cicie,200,,
1351,Lesotho,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1352,Libya,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
1353,Liechtenstein,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
1354,Lithuania,Diamedica S.I.A.,,"Buivydiskiu g. 10, LT-07194 Vilnius, Lithuania",,,+370 5 2790080,,,Fax: +370 5 2107286,,,www.diamedica.lt/,,added by cicie,200,,
1355,Luxembourg,bioMérieux,,Media Square,Place des Carabiniers 18-19,"B-1030 Bruxelles, Belgium",+32-2-743-0170,,,Fax: +32-2-733-5597,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
1356,Madagascar,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1357,Malawi,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1358,Malaysia,Biotech Medical,,"No. 2, Persiaran Titiwangsa 1, Taman Tasik Titiwangsa, 53200 Kuala Lumpur",,,+603-40241900,,,Fax: +603-40245900,,info@biotechmedical.com.my,www.biotechmedical.com.my,,added by cicie,200,,
1359,Mali,US CDC,,"1604 Clifton Rd. Atlanta, GA 30333, USA",,,1-800-232-4640,,,,," cdcinfo@cdc.gov",www.cdc.gov/,,added by cicie,200,,
1360,Mali,USAID,,"Information Center, U.S. Agency for International Development, Ronald Reagan Building, Washington, D.C. 20523-1000",,,+202-712-0000,,,Fax: 202 216-3524,,,www.usaid.gov/,,added by cicie,200,,
1361,Malta,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
1362,Marshall Islands,Modern Laboratory Service Inc.,,"4300 Stine Road #209, Bakersfield, CA 93313",,,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
1363,Mauritius,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1364,Mexico,bioMérieux Mexico,,"Chihuahua 88, Col. Progreso, 01080, D.F.  Mexico ",,,+52 55 54819550,,,Fax: +52 55 56162245,,,www.biomerieux.com.mx/servlet/srt/bio/mexico/home,,added by cicie,200,,
1365,Micronesia,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
1366,Moldova,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1367,Monaco,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
1368,Mozambique,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1369,Namibia,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1370,Nauru,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
1371,Netherlands,bioMérieux,,"Hogeweg 5, Postbus 2104, 5301 LB  Zaltbommel ",,,+31 0418 681 040,,,Fax: +31 0418 681 068,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
1372,New Zealand,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
1373,Nigeria,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1374,Pakistan,BioSciences / Hoora Pharma,,"# 14, Road # 3, Block 7&8, Bahadur Yar Jang Society, Ameer Khusro Road, Karachi-75100, Pakistan",,,+92-21 34305031-5,,,Fax: +92-21 34305039,,info@hoorapharma.com,www.hoorapharma.com/,,added by cicie,200,"Ameer Khusro Road, Karachi-75100, Pakistan",
1375,Palau,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
1376,Panama,Inversiones Sagrav,,"Apartado Postal No. 2516, Panama, 9A, Panama",,,+50-7-233-0902,,,Fax: +50-7-233-5685,,inmunochem@terra.com.pe,"www.inmunochem.com ",,added by cicie,200,,
1377,Papua New Guinea,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
1378,Peru,Immunochem S.A.C.,Luis Quiroz,"Luis Felipe Villaran 904 San Isidro, Lima 27, Peru",,,+51 1 441-8262,,,Fax: +51 1 422-3701,,inmunochem@terra.com.pe,"www.inmunochem.com ",,added by cicie,200,,
1379,Philippines,bioMérieux,,"11th Floor, Pearlbank Centre - 146 Valero Street, Salcedo Village, 1227 Makati City - Philippines ",,,+00 632 817 7741,,,Fax: +00 632 812 0896,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
1380,Poland,bioMérieux,,"ul. Zeromskiego 17, 01-882   Warszawa ",,,+48 22 569 85 00,,,Fax: +48 22 569 85 54,,,www.biomerieux.pl/servlet/srt/bio/poland/home,,added by cicie,200,,
1381,Portugal,bioMérieux,,"Av. 25 de Abril de 1974, n° 23-3°",2795-197 Linda-a-Velha,Portugal,+351 21 415 23 50,,,Fax: +351 21 418 32 67,,,www.biomerieux.pt/servlet/srt/bio/portugal/home,,added by cicie,200,,
1382,Romania,ILEX Biotech CEE,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,info@ilexbiotech.com,www.ilexbiotech.com,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1383,Russian Federation,ILEX Medical,,"WTC - Moscow, 12, Krasnopresnenskaya nab, Building #2, Suite #931, Russian Federation 123610 ",,,+ 7 495 258-1487,,,,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,200,"Moscow  Russian Federation 123610 ",
1384,Rwanda,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1385,Samoa,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
1386,San Marino,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
1387,Saudi Arabia,Al-Jeel Medical & Trading Co. Ltd.,,"Riyadh 11422; P.O. Box 5012, Kingdom of Saudi Arabia",,,+966 1 216 8222,,,Fax: +966 1 216 8566,,info@aljeel.com,www.aljeel.com.sa/,,added by cicie,200,,
1388,Singapore,Innovative Biotech,,"67 Ayer Rajah Crescent, #07-10/12 Ayer Rajah Industrial Estate, Singapore 139950",,,+65-67791919,,,Fax: +6567791112,,"sales@innovativebiotech.com.sg ",www.innobiotech.com.sg/,,added by cicie,200,,
1389,Slovakia,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
1390,Slovenia,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
1391,Solomon Islands,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
1392,South Africa,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1393,Spain,bioMérieux,,Manuel Tovar 45-47,28034 Madrid,Spain,+34-91-3581142,,,Fax: +34-91-3580840,,,www.biomerieux.es/servlet/srt/bio/spain/home,,added by cicie,200,,
1394,Swaziland,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1395,Switzerland,bioMérieux,,"Avenue blanc 53 - Case postale 2150, 1211 Genève 2",,,+41 0 22 906 57 96,,,Fax: +41 0 22 906 57 36,,,www.biomerieux.ch/servlet/srt/bio/switzerland/home,,added by cicie,200,"bioMérieux Avenue blanc 53 - Case postale 2150, 1211 Genève 2 s",
1396,Taiwan,"bioMérieux China, Taiwan Branch",,"Rm. 608, 6-3 Ching Cheng Street, Taipei 105, Taiwan",,,+886 2 2545 2250,,,Fax: +886 2 2545 0959,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
1397,Tajikistan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1398,Tanzania,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1399,Thailand,Diagnostic Biotech / Biogenetech,,"Biogenetech Building, 18 Soi Udomsuk 37 Sukhumvit 103 Road, Bangjak Prakanong Bangkok 10260, Thailand",,,+662 729 7905,,,Fax: +662 361 4004,,,,,added by cicie,200,,
1400,Tonga,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
1401,Tunisia,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
1402,Turkey - MedKim,MedKim / ILEX Medical,,"1456 Sok. No 16 Kat, 1D.5, Barohan Alsancak 35220, Izamir - Turkey",,,+ 90 232463-90-10,,,Fax: + 90 232 463-45-37,,mesuttamugur@med-kim.com.tr,www.ilexmedical.com/,,added by cicie,200,,
1403,Turkmenistan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1404,Tuvalu,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
1405,Uganda,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1406,Ukraine,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1407,United Arab Emirates,City Pharmacy,,"P.O. Box 2098, Abu Dhabi, U.A.E.",,,+971-2-6323-016,,,Fax: +971-2-6327-147,,cityphrm@emirates.net.ae,www.citypharmacy.com/,,added by cicie,200,,
1408,United Kingdom,bioMérieux,,"Grafton Way, Basingstoke, RG22 6HY  Hampshire",,,+44 1256.461881,,,Fax: +44 1256.816863,,,www.biomerieux.co.uk/servlet/srt/bio/englishuk/home,,added by cicie,200,,
1409,Uruguay,Laboratorios Tresul,,"Avenida Centenario 2989, 11.600 Montevideo, Uruguay",,,+598 -2 -4863683,,,Fax: +598 -2 -4874108,,,,,added by cicie,200,,
1410,Uzbekistan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1411,Vanuatu,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
1412,Vatican City,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
1413,Venezuela,Immunolab Laboratorios C.A.,,"Los Ruices, Calle Los Laboratorios, Edificio OFINCA, #42. Caracas 1071 Venezuela",,,"+58 212 2370780 ",,,"Fax: +58 212 2346176 ",,"mercadeo.ventas@inmunolab.com ",www.inmunolab.com/,,added by cicie,200,,
1414,Vietnam,A.V. Biotech JSC,,"107 Nguyen Binh Khiem Street, District 1, Ho Chi Minh City, Vietnam",,,+84 8 829-7879,,,Fax: +84 8 910-4059,,,,,added by cicie,200,,
1415,Zambia,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1416,Zimbabwe,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1417,Andorra,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
1418,Angola,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1419,Armenia,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1420,Australia,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
1421,Austria,Gen-Probe Technical Sales Representative,Jochen Lips,,,,+49-70-73-30-08-73,,,Fax: +49-70-73-30-08-45,,jochenl@gen-probe.com,,,added by cicie,200,,
1422,Azerbaijan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1423,Bahamas,Gen-Probe Technical Sales Representative,Lewis Gill,10210 Genetic Center Drive,"San Diego, CA 92121",,1-800-523-5001 Ext.5333,,,,,lewis.gill@gen-probe.com,,,added by cicie,200,,
1424,Belarus,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1425,Belgium,Gen-Probe Deutschland GmbH,,,,,+49 6122 70760,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
1426,Bosnia & Herzegovina,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
1427,Botswana,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1428,Bulgaria,ILEX Biotech CEE,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,info@ilexbiotech.com,www.ilexbiotech.com,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1429,Canada - Quebec,"Gen-Probe Technical Sales Representative (Canada - Newfoundland, New Brunswick, Nova Scotia, Quebec)",Michael Morse,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5358,,,,,michaelmo@gen-probe.com,,,added by cicie,200,,
1430,Canada - Ontario,Gen-Probe Technical Sales Representative (Canada - Ontario),Cindi Fox-Geffert,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5339,,,,,cindif@gen-probe.com,,,added by cicie,200,,
1431,"Canada - Manitoba, Saskatchewan","Gen-Probe Technical Sales Representative (Canada - Manitoba, Saskatchewan)",Rodney Pederson,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5341,,,,,rodneyp@gen-probe.com,,,added by cicie,200,,
1432,"Canada - Alberta, British Columbia","Gen-Probe Technical Sales Representative (Canada - Alberta, British Columbia)",Kristen Kilkelley,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5325,,,,,kristenk@gen-probe.com,,,added by cicie,200,,
1433,Chile,MasterCare / Andromaco,,"Avenida Quilín 5273, Peñalolén, Santiago de Chile",,,+562 594 8000,,,,,contacto@andromaco.cl,www.laboratoriosandromaco.cl,,added by cicie,200,,
1434,China,bioMérieux China,,"17/Floor, Yen Sheng Centre, 64 Hoi Yuen Road, Kwun Tong, Kowloon - Hong Kong ",,,+852 2356 7033,,,Fax: +852 2330 2085,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
1435,Costa Rica,Tecno Diagnostica,,"2524-1000 San José, Costa Rica",,,+506 2240-8568,,,Fax: +506 2297-0606,,"servitec@tecnodiagnostica.com ",www.tecnodiagnostica.com/,,added by cicie,200,,
1436,Croatia,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
1437,Cyprus,Biodynamics SA,,"54A Katehaki St. Athens 11525, Greece",,,+30 210 64 49 421,,,Fax: +30 210 64 42 266,,info@biodynamics.gr,www.biodynamics.gr/,,added by cicie,200,,
1438,Czech Republic,Gen-Probe European Direct Sales,Lenka Fussovia,,,,+420 739 634 395,,,,,Lenka.fussiova@seznam.cz,,,added by cicie,200,,
1439,Denmark,Gen-Probe European Direct Sales,Tommy Bernholm,,,,+45-31-51-65-04,,,Fax: +45-70-14-15-23,,tommyb@gen-probe.com,,,added by cicie,200,,
1440,Dominican Republic,Gen-Probe Southeast Regional Sales Manager,Sherry Helms,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5345,,,,,sherryh@gen-probe.com,,,added by cicie,200,,
1441,DR Congo,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1442,Ecuador,MasterCare / Andromaco,,Avenida Quilín 5273,"Peñalolén, Santiago de Chile",,+562 594 8000,,,,,contacto@andromaco.cl,www.laboratoriosandromaco.cl,,added by cicie,200,,
1443,Estonia - Siemens Medical Solutions,Siemens Medical Solutions,,"20 Pirita Road, 10127 Tallin, Estonia",,,+372 606 2750,,,Fax: +372 606 2755,,,www.medical.siemens.com,,added by cicie,200,,
1444,Estonia - Direct Sales,Gen-Probe European Direct Sales,Tommy Bernholm,,,,+45-31-51-65-04,,,Fax: +45-70-14-15-23,,tommyb@gen-probe.com,,,added by cicie,200,,
1445,Ethiopia,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1446,Fiji,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
1447,Finland - Immuno Diagnostics,Immuno Diagnostics Oy,,"Kaivokutu 16, 13100 Hameenlinna, Finland",,,+358 3 615 370,,,Fax: +358 3 682 2039,,info@immunodiagnostic.com,www.immunodiagnostic.fi,,added by cicie,200,"Kaivokatu 16, 13100 Hämeenlinna, Finland",
1448,Finland - Direct Sales,Gen-Probe European Direct Sales,Tommy Bernholm,,,,+45-31-51-65-04,,,Fax: +45-70-14-15-23,,tommyb@gen-probe.com,,,added by cicie,200,,
1449,France,Gen-Probe European Direct Sales,Geert Bruyneel,,,,+32-14-43-44-48,,,Fax: +858-410-7921,,geertb@gen-probe.com,,,added by cicie,200,,
1450,Georgia,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1451,Germany,Gen-Probe European Direct Sales,Jochen Lips,,,,+49-70-73-30-08-73,,,Fax: +49-70-73-30-08-45,,jochenl@gen-probe.com,,,added by cicie,200,,
1452,Greece,Biodynamics SA,,"54A Katehaki St. Athens 11525, Greece",,,+30 210 64 49 421,,,Fax: +30 210 64 42 266,,info@biodynamics.gr,www.biodynamics.gr/,,added by cicie,200,,
1453,Honduras,MasterCare / Andromaco,,"Avenida Quilín 5273, Peñalolén, Santiago de Chile",,,+562 594 8000,,,,,contacto@andromaco.cl,www.laboratoriosandromaco.cl,,added by cicie,200,,
1454,Hong Kong,bioMérieux China,,"17/Floor, Yen Sheng Centre, 64 Hoi Yuen Road, Kwun Tong, Kowloon - Hong Kong ",,,+852 2356 7033,,,Fax: +852 2330 2085,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
1455,Hungary,ILEX Biotech CEE,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,info@ilexbiotech.com,www.ilexbiotech.com,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1456,Iceland,Logaland,,"Flatahrauni 31, 220 Hafnarfjör?ur, Iceland",,,+354 552 9080,,,Fax: +354 552 9015,,,,,added by cicie,200,,
